Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,B87B197,Solareast Holdings Co. Ltd.,603366,<0.01%,Electrical Components & Equipment,CN,---,"$580,645.91","775,159"
,B89ZC61,First Tractor Co. Ltd.,601038,<0.01%,Agricultural & Farm Machinery,CN,---,"$579,779.13","352,300"
,BYL7762,Guangxi Nanning Waterworks Co. Ltd.,601368,<0.01%,Water Utilities,CN,---,"$577,502.97","730,159"
,B4N0576,China South Publishing & Media Group Co. Ltd.,601098,<0.01%,Publishing,CN,---,"$577,455.05","361,000"
,BD5CKJ0,China Greatwall Technology Group Co. Ltd.,000066,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$576,947.72","243,700"
,B5BNFR4,Hunan Mendale Hometextile Co. Ltd.,002397,<0.01%,Textiles,CN,---,"$576,487.55","762,754"
,BS7K3B0,Anhui Yingliu Electromechanical Co. Ltd.,603308,<0.01%,Industrial Machinery,CN,---,"$576,421.77","138,800"
,6410711,HPGC Renmintongtai Pharmaceutical Corp.,600829,<0.01%,Health Care Distributors,CN,---,"$576,378.57","550,134"
,B00MQG3,Shandong Homey Aquatic Development Co. Ltd.,600467,<0.01%,Packaged Foods & Meats,CN,---,"$574,740.58","1,478,298"
,B3QMQ68,Ningbo Zhoushan Port Co. Ltd.,601018,<0.01%,Marine Ports & Services,CN,---,"$574,484.76","1,042,200"
,B45STM1,Beijing Join-Cheer Software Co. Ltd.,002279,<0.01%,Application Software,CN,---,"$573,592.62","636,090"
,6475282,Jiangling Motors Corp. Ltd.,000550,<0.01%,Automobile Manufacturers,CN,---,"$573,397.84","234,298"
,BP3R530,Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd.,600663,<0.01%,Diversified Real Estate Activites,CN,---,"$572,757.21","339,094"
,6100506,Inzone Group Co. Ltd.,600858,<0.01%,General Merchandise Stores,CN,---,"$572,667.38","557,331"
,6802965,Shanghai Chinafortune Co. Ltd.,600621,<0.01%,Investment Banking & Brokerage,CN,---,"$572,627.96","196,700"
,B2QVF50,Sanlux Co. Ltd.,002224,<0.01%,Industrial Machinery,CN,---,"$572,154.81","648,400"
,BP3RBL0,Beijing Urban Construction Investment & Development Co. Ltd.,600266,<0.01%,Real Estate Development,CN,---,"$571,644.93","678,255"
,BDB5JT6,Tongyu Communication Inc.,002792,<0.01%,Communications Equipment,CN,---,"$571,582.88","182,475"
,BGYDCP5,China Bester Group Telecom Co. Ltd.,603220,<0.01%,Integrated Telecommunication Services,CN,---,"$571,566.28","262,845"
,6005247,AECC Aero-Engine Control Co. Ltd.,000738,<0.01%,Aerospace & Defense,CN,---,"$570,327.54","196,500"
,BD5CD57,An Hui Wenergy Co. Ltd.,000543,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$569,787.66","934,690"
,6536015,Deluxe Family Co. Ltd.,600503,<0.01%,Real Estate Development,CN,---,"$569,014.76","1,061,600"
,BD6QST7,Ningxia Jiaze New Energy Co. Ltd.,601619,<0.01%,Renewable Electricity,CN,---,"$568,950.21","1,234,300"
,BWTVB15,Guangzhou Great Power Energy & Technology Co. Ltd.,300438,<0.01%,Electrical Components & Equipment,CN,---,"$568,784.11","229,000"
,6193551,Shunfa Hengye Corp.,000631,<0.01%,Real Estate Development,CN,---,"$568,711.86","1,413,801"
,BHQHVM2,Neway Valve Suzhou Co. Ltd.,603699,<0.01%,Industrial Machinery,CN,---,"$568,325.94","251,288"
,6616887,Ningbo Shanshan Co. Ltd.,600884,<0.01%,Specialty Chemicals,CN,---,"$567,135.55","368,640"
,BX7R190,Zhejiang Red Dragonfly Footwear Co. Ltd.,603116,<0.01%,Footwear,CN,---,"$567,043.22","566,581"
,B4JQ222,Nanfeng Ventilator Co. Ltd.,300004,<0.01%,Building Products,CN,---,"$565,974.98","517,400"
,B4MVCH9,Zhejiang JIULI Hi-tech Metals Co. Ltd.,002318,<0.01%,Steel,CN,---,"$565,356.49","449,450"
,B23K431,Baoxiniao Holding Co. Ltd.,002154,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$564,831.94","1,203,300"
,BSZLQ94,DXB Entertainments PJSC,DXBE,<0.01%,Leisure Facilities,AE,---,"$564,528.07","15,447,476"
,6109398,China Meheco Co. Ltd.,600056,<0.01%,Trading Companies & Distributors,CN,---,"$563,475.76","260,100"
,BFCCR52,Konfoong Materials International Co. Ltd.,300666,<0.01%,Semiconductors,CN,---,"$562,011.60","68,000"
,B59RGS6,Ciwen Media Co. Ltd.,002343,<0.01%,Movies & Entertainment,CN,---,"$561,469.42","457,009"
,6003553,Chongqing Road & Bridge Co. Ltd.,600106,<0.01%,Highways & Railtracks,CN,---,"$560,977.99","1,409,915"
,6127851,Anhui Guofeng Plastic Industry Co. Ltd.,000859,<0.01%,Paper Packaging,CN,---,"$560,267.42","716,800"
,B5W9VS4,Fujian Snowman Co. Ltd.,002639,<0.01%,Industrial Machinery,CN,---,"$559,247.83","568,668"
,BFYQHK7,Shenghe Resources Holding Co. Ltd.,600392,<0.01%,Diversified Metals & Mining,CN,---,"$555,892.52","546,600"
,B7KGX30,Beijing HualuBaina Film & TV Co. Ltd.,300291,<0.01%,Movies & Entertainment,CN,---,"$555,667.71","613,119"
,BFF1Z07,Shanghai AtHub Co. Ltd.,603881,<0.01%,Internet Services & Infrastructure,CN,---,"$555,492.17","49,700"
,B1Y1298,Shen Zhen Mindata Holding Co. Ltd.,002137,<0.01%,Application Software,CN,---,"$555,314.22","528,200"
,B39RLQ5,Wisesoft Co. Ltd.,002253,<0.01%,Application Software,CN,---,"$555,249.54","247,414"
,B3Q7W98,Shenzhen New Nanshan Holding Group Co. Ltd.,002314,<0.01%,Real Estate Development,CN,---,"$554,116.48","898,744"
,6093093,Tianjin Futong Xinmao Science & Technology Co. Ltd.,000836,<0.01%,Communications Equipment,CN,---,"$554,025.77","1,174,500"
,B7CLKG5,Shenzhen Mason Technologies Co. Ltd.,002654,<0.01%,Electronic Components,CN,---,"$553,858.17","848,500"
,6185718,Zhongtong Bus Holding Co. Ltd.,000957,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$553,708.73","528,900"
,B1CDC18,Zhejiang Jingxing Paper JSC Ltd.,002067,<0.01%,Paper Packaging,CN,---,"$553,236.45","1,126,300"
,B7RL6S4,Guangdong Delian Group Co. Ltd.,002666,<0.01%,Specialty Chemicals,CN,---,"$552,911.98","675,035"
,6278577,Dongfang Electric Corp. Ltd.,600875,<0.01%,Heavy Electrical Equipment,CN,---,"$552,092.48","368,700"
,BYYFJN4,Western Region Gold Co. Ltd.,601069,<0.01%,Gold,CN,---,"$552,067.19","265,000"
,B013FX5,Mayinglong Pharmaceutical Group Co. Ltd.,600993,<0.01%,Pharmaceuticals,CN,---,"$551,834.92","179,100"
,B1KKBR0,Sunward Intelligent Equipment Co. Ltd.,002097,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$550,990.04","424,600"
,6109848,Chengdu Huasun Technology Group Inc. Ltd.,000790,<0.01%,Pharmaceuticals,CN,---,"$550,559.22","742,471"
,BP3RDL4,Jiangxi Ganyue Expressway Co. Ltd.,600269,<0.01%,Highways & Railtracks,CN,---,"$549,346.06","1,096,642"
,BF4LT51,Sunstone Development Co. Ltd.,603612,<0.01%,Commodity Chemicals,CN,---,"$548,853.46","286,400"
,B701JX7,Huachangda Intelligent Equipment Group Co. Ltd.,300278,<0.01%,Industrial Machinery,CN,---,"$548,605.68","606,656"
,6079026,Cinda Real Estate Co. Ltd.,600657,<0.01%,Real Estate Development,CN,---,"$547,984.47","837,122"
,B24G126,China Construction Bank Corp.,601939,<0.01%,Diversified Banks,CN,---,"$546,604.32","604,100"
,6391560,Hubei Jumpcan Pharmaceutical Co. Ltd.,600566,<0.01%,Pharmaceuticals,CN,---,"$546,244.46","167,500"
,BD5C959,Hunan Gold Corp. Ltd.,002155,<0.01%,Diversified Metals & Mining,CN,---,"$542,666.48","429,800"
,B4NGNT2,GI Technologies Group Co. Ltd.,300309,<0.01%,Oil & Gas Equipment & Services,CN,---,"$542,071.21","964,760"
,6427238,Guizhou Guihang Automotive Components Co. Ltd.,600523,<0.01%,Auto Parts & Equipment,CN,---,"$541,728.88","215,284"
,B5VJD45,Integrated Electronic Systems Lab Co. Ltd.,002339,<0.01%,Electrical Components & Equipment,CN,---,"$541,343.12","550,069"
,BD3NFH8,Shenzhen Suntak Circuit Technology Co. Ltd.,002815,<0.01%,Electronic Components,CN,---,"$541,186.87","213,000"
,BHZ3GK4,Simei Media Co. Ltd.,002712,<0.01%,Advertising,CN,---,"$539,890.53","545,937"
,BP3RLZ4,Chongqing Three Gorges Water Conservancy & Electric Power Co. Ltd.,600116,<0.01%,Electric Utilities,CN,---,"$539,154.77","404,858"
,BF164Y3,Xinfengming Group Co. Ltd.,603225,<0.01%,Commodity Chemicals,CN,---,"$537,670.72","362,796"
,B3KDTW4,Shanghai Guangdian Electric Group Co. Ltd.,601616,<0.01%,Heavy Electrical Equipment,CN,---,"$537,441.46","1,095,200"
,BD5CGL4,Yotrio Group Co. Ltd.,002489,<0.01%,Leisure Products,CN,---,"$536,693.35","844,600"
,B6VQ655,Shenzhen Danbond Technology Co. Ltd.,002618,<0.01%,Electronic Components,CN,---,"$536,495.70","446,643"
,BYZ5R17,Guangxi Radio and Television Information Network Corp. Ltd.,600936,<0.01%,Cable & Satellite,CN,---,"$536,481.79","967,702"
,BVV6QK5,Shenzhen Gongjin Electronics Co. Ltd.,603118,<0.01%,Communications Equipment,CN,---,"$534,855.29","306,240"
,B4SZ004,Beijing Dinghan Technology Group Co. Ltd.,300011,<0.01%,Heavy Electrical Equipment,CN,---,"$534,407.33","523,300"
,BGW7583,Sinotrans Ltd.,601598,<0.01%,Air Freight & Logistics,CN,---,"$534,300.46","986,395"
,BVV6QP0,Guangzhou Holike Creative Home Co. Ltd.,603898,<0.01%,Home Furnishings,CN,---,"$533,946.99","220,658"
,6427788,Shanying International Holding Co. Ltd.,600567,<0.01%,Paper Products,CN,---,"$533,737.15","1,176,000"
,6404123,Tianjin Realty Development Group Co. Ltd.,600322,<0.01%,Real Estate Development,CN,---,"$532,503.81","1,409,700"
,6984324,Xiamen International Airport Co. Ltd.,600897,<0.01%,Airport Services,CN,---,"$532,498.41","196,455"
,BD5CGX6,Hangzhou Robam Appliances Co. Ltd.,002508,<0.01%,Household Appliances,CN,---,"$532,292.17","110,300"
,6391269,Yang Guang Co. Ltd.,000608,<0.01%,Real Estate Development,CN,---,"$532,016.62","871,402"
,BP3RJC7,Suzhou New District Hi-Tech Industrial Co. Ltd.,600736,<0.01%,Real Estate Development,CN,---,"$531,823.24","734,406"
,6187963,Chongqing Yukaifa Co. Ltd.,000514,<0.01%,Diversified Real Estate Activites,CN,---,"$530,973.85","930,100"
,BP3RJB6,Jiangsu Jiangnan High Polymer Fiber Co. Ltd.,600527,<0.01%,Commodity Chemicals,CN,---,"$530,925.88","1,274,005"
,6156048,Hubei Xingfa Chemicals Group Co. Ltd.,600141,<0.01%,Commodity Chemicals,CN,---,"$530,540.37","367,200"
,B54Z8X4,MYS Group Co. Ltd.,002303,<0.01%,Paper Packaging,CN,---,"$530,517.21","789,767"
,BFBDC51,Sichuan Tianyi Comheart Telecom Co. Ltd.,300504,<0.01%,Communications Equipment,CN,---,"$530,100.89","185,900"
,BK947M3,Tianjin 712 Communication & Broadcasting Co. Ltd.,603712,<0.01%,Communications Equipment,CN,---,"$529,000.62","80,000"
,BKDQ8D3,Shenzhen SC New Energy Technology Corp.,300724,<0.01%,Semiconductors,CN,---,"$528,500.64","34,000"
,B8GG5M4,Shanghai New Culture Media Group Co. Ltd.,300336,<0.01%,Movies & Entertainment,CN,---,"$527,756.43","771,900"
,6603890,Shaanxi Aerospace Power Hi-Tech Co. Ltd.,600343,<0.01%,Industrial Machinery,CN,---,"$527,407.58","368,800"
,BVWW0Z5,Hangzhou Cable Co. Ltd.,603618,<0.01%,Electrical Components & Equipment,CN,---,"$526,915.83","652,000"
,BD5CDM4,Aerospace Hi-Tech Holdings Grp Ltd.,000901,<0.01%,Auto Parts & Equipment,CN,---,"$526,279.05","330,130"
,BP3R4G6,Air China Ltd.,601111,<0.01%,Airlines,CN,---,"$526,104.53","503,438"
,6806428,Shenzhen Textile Holdings Co. Ltd.,000045,<0.01%,Electronic Components,CN,---,"$525,317.29","444,475"
,6313865,Liaoning SG Automotive Group Co. Ltd.,600303,<0.01%,Automobile Manufacturers,CN,---,"$524,937.24","926,034"
,BFFJRH2,Berry Genomics Co. Ltd.,000710,<0.01%,Biotechnology,CN,---,"$523,520.54","65,305"
,BP3RCJ5,Jangho Group Co. Ltd.,601886,<0.01%,Construction & Engineering,CN,---,"$522,486.03","616,507"
,6136385,Sinopec Oilfield Equipment Corp.,000852,<0.01%,Oil & Gas Equipment & Services,CN,---,"$521,900.20","753,742"
,BP3RBN2,Far East Smarter Energy Co. Ltd.,600869,<0.01%,Electrical Components & Equipment,CN,---,"$521,835.86","901,200"
,B28Z389,Guangzhou Grandbuy Co. Ltd.,002187,<0.01%,Department Stores,CN,---,"$521,795.43","330,767"
,BFCCQ11,Zhejiang Communications Technology Co. Ltd.,002061,<0.01%,Construction & Engineering,CN,---,"$521,670.57","618,800"
,B51BL70,361 Degrees International Ltd.,1361,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$521,600.80","4,063,198"
,6112136,CASIN Real Estate Development Group Co. Ltd.,000838,<0.01%,Real Estate Development,CN,---,"$521,583.78","1,207,301"
,B3TDPX8,Great Chinasoft Technology Co. Ltd.,002453,<0.01%,Application Software,CN,---,"$521,575.26","681,900"
,B1GK9B4,Zhejiang NetSun Co. Ltd.,002095,<0.01%,Trading Companies & Distributors,CN,---,"$521,414.93","184,600"
,6320984,Henan Pinggao Electric Co. Ltd.,600312,<0.01%,Electrical Components & Equipment,CN,---,"$520,665.21","498,800"
,6798718,Shandong Shengli Co.,000407,<0.01%,Gas Utilities,CN,---,"$520,524.99","973,577"
,BXN6298,Juneyao Airlines Co. Ltd.,603885,<0.01%,Airlines,CN,---,"$520,420.42","326,939"
,B1FPYF9,Mesnac Co. Ltd.,002073,<0.01%,Industrial Machinery,CN,---,"$519,792.17","860,489"
,6139566,Aerospace Hi-Tech Holdings Grp Ltd.,000901,<0.01%,Auto Parts & Equipment,CN,---,"$519,727.06","326,020"
,6171052,Henan Taloph Pharmaceutical Stock Co. Ltd.,600222,<0.01%,Pharmaceuticals,CN,---,"$519,030.21","622,730"
,BD5CJS2,Visual China Group Co. Ltd.,000681,<0.01%,Internet & Direct Marketing Retail,CN,---,"$518,948.63","235,100"
,B42VR18,NingXia QingLong Pipes Industry Group Co. Ltd.,002457,<0.01%,Construction & Engineering,CN,---,"$515,994.93","430,090"
,6609371,Macrolink Culturaltainment Development Co. Ltd.,000620,<0.01%,Real Estate Development,CN,---,"$515,877.70","1,056,632"
,6680729,Yang Quan Coal Industry Group Co. Ltd.,600348,<0.01%,Coal & Consumable Fuels,CN,---,"$514,807.30","729,300"
,BP3RGB5,Shanghai Jiao Yun Co. Ltd.,600676,<0.01%,Auto Parts & Equipment,CN,---,"$514,554.20","643,190"
,6133472,H&R Century Union Corp.,000892,<0.01%,Movies & Entertainment,CN,---,"$514,372.72","974,676"
,6314404,Tibet Summit Resources Co. Ltd.,600338,<0.01%,Diversified Metals & Mining,CN,---,"$513,298.73","399,825"
,BP3R819,Guangdong HEC Technology Holding Co. Ltd.,600673,<0.01%,Aluminum,CN,---,"$511,659.59","560,960"
,BD5LTX4,Inner Mongolia Xingye Mining Co. Ltd.,000426,<0.01%,Diversified Metals & Mining,CN,---,"$511,116.09","503,000"
,6778486,Zhonglu Co. Ltd.,900915,<0.01%,Leisure Products,CN,---,"$510,797.87","1,061,642"
,B3PMK12,Xingmin Intelligent Transportation Systems Group Co. Ltd.,002355,<0.01%,Auto Parts & Equipment,CN,---,"$510,039.09","595,626"
,BJXBQ59,Ruhnn Holding Ltd.,RUHN,<0.01%,Internet & Direct Marketing Retail,CN,ADR,"$509,838.65","193,855"
,B3YSLL8,Shenzhen Aisidi Co. Ltd.,002416,<0.01%,Technology Distributors,CN,---,"$509,603.10","422,520"
,BP3RDK3,Yabao Pharmaceutical Group Co. Ltd.,600351,<0.01%,Pharmaceuticals,CN,---,"$509,443.69","623,083"
,B3LQBF9,Jilin Jian Yisheng Pharmaceutical Co. Ltd.,002566,<0.01%,Pharmaceuticals,CN,---,"$508,991.65","496,586"
,6154257,South Huiton Co. Ltd.,000920,<0.01%,Commodity Chemicals,CN,---,"$508,544.49","423,300"
,6083685,Hubei Mailyard Share Co. Ltd.,600107,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$508,360.50","357,200"
,BD5CGC5,Longmaster Information & Technology Co. Ltd.,300288,<0.01%,Health Care Technology,CN,---,"$505,914.16","246,300"
,B16FQY1,Datong Coal Industry Co. Ltd.,601001,<0.01%,Coal & Consumable Fuels,CN,---,"$505,775.86","721,035"
,BP3RCN9,Shanghai Baosight Software Co. Ltd.,600845,<0.01%,Application Software,CN,---,"$504,672.97","47,300"
,BD5CN91,Suzhou Gold Mantis Construction Decoration Co. Ltd.,002081,<0.01%,Construction & Engineering,CN,---,"$504,432.80","353,100"
,BYQDM82,Ningbo Joyson Electronic Corp.,600699,<0.01%,Auto Parts & Equipment,CN,---,"$504,373.45","154,040"
,6001256,China Television Media Ltd.,600088,<0.01%,Movies & Entertainment,CN,---,"$503,389.24","289,800"
,6727079,Shenzhen Kingdom Sci-Tech Co. Ltd.,600446,<0.01%,Application Software,CN,---,"$502,861.29","188,500"
,B3RYM21,Nanjing Xinlian Electronics Co. Ltd.,002546,<0.01%,Electronic Equipment & Instruments,CN,---,"$502,547.07","855,041"
,6084376,Emei Shan Tourism Co. Ltd.,000888,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$502,189.63","571,671"
,6260121,V V Food & Beverage Co. Ltd.,600300,<0.01%,Packaged Foods & Meats,CN,---,"$501,480.31","905,902"
,BFY9KS5,Caitong Securities Co. Ltd.,601108,<0.01%,Investment Banking & Brokerage,CN,---,"$499,180.70","235,900"
,BZ0D1D3,Wolong Real Estate Group Co. Ltd.,600173,<0.01%,Real Estate Development,CN,---,"$498,755.35","662,901"
,6932248,Chang Jiang Shipping Group Phoenix Co. Ltd.,000520,<0.01%,Marine,CN,---,"$498,508.75","993,900"
,B00HM15,Guizhou Yibai Pharmaceutical Co. Ltd.,600594,<0.01%,Pharmaceuticals,CN,---,"$498,160.58","569,700"
,BD5LTM3,Ningbo David Medical Device Co. Ltd.,300314,<0.01%,Health Care Equipment,CN,---,"$497,654.46","182,500"
,BD5LSR1,STO Express Co. Ltd.,002468,<0.01%,Air Freight & Logistics,CN,---,"$497,399.16","223,899"
,6991294,Zhejiang China Light & Textile Industrial City Group Co. Ltd.,600790,<0.01%,Diversified Real Estate Activites,CN,---,"$497,248.56","1,055,320"
,BHQPSJ2,Ovctek China Inc.,300595,<0.01%,Health Care Supplies,CN,---,"$495,782.25","54,100"
,BD5M250,Rongan Property Co. Ltd.,000517,<0.01%,Real Estate Development,CN,---,"$495,261.19","1,194,572"
,B61DK32,Hangzhou Zhongheng Electric Co. Ltd.,002364,<0.01%,Electrical Components & Equipment,CN,---,"$494,783.26","325,667"
,BYQDM60,Jiangsu Hongdou Industrial Co. Ltd.,600400,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$494,406.69","1,008,153"
,BD5CGP8,Shijiazhuang Changshan BeiMing Technology Co. Ltd.,000158,<0.01%,Textiles,CN,---,"$494,359.97","442,000"
,6248246,Advanced Technology & Materials Co. Ltd.,000969,<0.01%,Diversified Metals & Mining,CN,---,"$494,030.62","501,000"
,6865872,Create Technology & Science Co. Ltd.,000551,<0.01%,Industrial Machinery,CN,---,"$493,735.28","385,756"
,B2QR2Y6,Zhongshan Broad Ocean Motor Co. Ltd.,002249,<0.01%,Electrical Components & Equipment,CN,---,"$493,731.38","893,700"
,BP3RBG5,Sichuan Road & Bridge Co. Ltd.,600039,<0.01%,Construction & Engineering,CN,---,"$493,436.44","783,195"
,6539025,Henan Yuguang Gold & Lead Co. Ltd.,600531,<0.01%,Diversified Metals & Mining,CN,---,"$493,079.67","710,800"
,6276946,China CIFCO Investment Co. Ltd.,000996,<0.01%,Automotive Retail,CN,---,"$492,448.81","394,800"
,B1W3JL7,Cosmos Group Co. Ltd.,002133,<0.01%,Real Estate Development,CN,---,"$491,887.98","1,086,000"
,BYW6V77,Duzhe Publishing & Media Co. Ltd.,603999,<0.01%,Publishing,CN,---,"$491,885.78","577,900"
,BD5CLC0,Shenzhen Agricultural Products Group Co. Ltd.,000061,<0.01%,Food Retail,CN,---,"$491,827.61","461,800"
,6133869,Baotou Huazi Industry Co. Ltd.,600191,<0.01%,Packaged Foods & Meats,CN,---,"$490,831.70","606,000"
,B42M3G8,Shenzhen Rapoo Technology Co. Ltd.,002577,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$489,659.61","246,590"
,BD5LW13,Suzhou Anjie Technology Co. Ltd.,002635,<0.01%,Electrical Components & Equipment,CN,---,"$488,932.89","150,460"
,BP3R7L2,Tianjin Port Co. Ltd.,600717,<0.01%,Marine Ports & Services,CN,---,"$488,449.63","729,386"
,B6STPH2,Shanghai DragonNet Technology Co. Ltd.,300245,<0.01%,IT Consulting & Other Services,CN,---,"$488,238.75","300,901"
,6427034,Changhong Meiling Co. Ltd.,000521,<0.01%,Household Appliances,CN,---,"$487,264.59","1,078,628"
,BD5C9N7,Zhejiang Crystal-Optech Co. Ltd.,002273,<0.01%,Electronic Components,CN,---,"$486,853.68","241,898"
,6801757,SGIS Songshan Co. Ltd.,000717,<0.01%,Steel,CN,---,"$486,594.49","794,400"
,6796143,North Huajin Chemical Industries Co. Ltd.,000059,<0.01%,Commodity Chemicals,CN,---,"$486,050.16","687,903"
,BD5CJ93,Jizhong Energy Resources Co. Ltd.,000937,<0.01%,Coal & Consumable Fuels,CN,---,"$485,620.86","862,600"
,6008473,Shanghai Maling Aquarius Co. Ltd.,600073,<0.01%,Packaged Foods & Meats,CN,---,"$485,206.73","323,200"
,B23DYS5,Beijing Bewinner Communications Co. Ltd.,002148,<0.01%,Wireless Telecommunication Services,CN,---,"$484,224.81","695,710"
,BP82B76,Shenzhen Absen Optoelectronic Co. Ltd.,300389,<0.01%,Electronic Equipment & Instruments,CN,---,"$484,213.68","316,981"
,6153522,Jinling Pharmaceutical Co. Ltd.,000919,<0.01%,Pharmaceuticals,CN,---,"$483,881.39","508,831"
,B807G08,Zhejiang Yonggui Electric Equipment Co. Ltd.,300351,<0.01%,Electrical Components & Equipment,CN,---,"$483,361.26","330,670"
,BP3RDJ2,Citychamp Dartong Co. Ltd.,600067,<0.01%,Real Estate Development,CN,---,"$482,697.03","925,633"
,BP3RGS2,Wenfeng Great World Chain Development Corp.,601010,<0.01%,Department Stores,CN,---,"$482,248.08","1,018,013"
,6766555,Haitong Securities Co. Ltd.,600837,<0.01%,Investment Banking & Brokerage,CN,---,"$481,837.73","230,600"
,6412278,Harbin Hatou Investment Co. Ltd.,600864,<0.01%,Water Utilities,CN,---,"$481,436.34","498,900"
,BD5CJN7,Zhejiang Wanfeng Auto Wheel Co. Ltd.,002085,<0.01%,Auto Parts & Equipment,CN,---,"$480,959.83","481,800"
,BD5C7P5,Ningbo Huaxiang Electronic Co. Ltd.,002048,<0.01%,Auto Parts & Equipment,CN,---,"$480,156.00","191,100"
,B1BVDW1,Zhejiang Communications Technology Co. Ltd.,002061,<0.01%,Construction & Engineering,CN,---,"$479,434.48","568,700"
,6807830,Konka Group Co. Ltd.,000016,<0.01%,Consumer Electronics,CN,---,"$478,757.29","535,900"
,BVV7ZX4,Zhejiang Talent Television & Film Co. Ltd.,300426,<0.01%,Movies & Entertainment,CN,---,"$477,653.06","384,776"
,BD5CP39,Oceanwide Holdings Co. Ltd.,000046,<0.01%,Real Estate Development,CN,---,"$477,595.28","767,000"
,6118383,Zhejiang Juhua Co. Ltd.,600160,<0.01%,Commodity Chemicals,CN,---,"$477,271.44","478,140"
,BSNHK70,Hainan Mining Co. Ltd.,601969,<0.01%,Steel,CN,---,"$477,005.50","586,500"
,BP3RKK2,Zhejiang Hangmin Co. Ltd.,600987,<0.01%,Textiles,CN,---,"$476,639.29","607,439"
,BP3RKJ1,Xinjiang Joinworld Co. Ltd.,600888,<0.01%,Aluminum,CN,---,"$476,504.65","614,853"
,B00X6G6,Beijing Teamsun Technology Co. Ltd.,600410,<0.01%,IT Consulting & Other Services,CN,---,"$476,481.32","271,420"
,B4XN8V0,Shenzhen Hongtao Group Co. Ltd.,002325,<0.01%,Construction & Engineering,CN,---,"$476,277.64","1,043,260"
,B1PB0D7,Liuzhou Iron & Steel Co. Ltd.,601003,<0.01%,Steel,CN,---,"$476,068.99","711,900"
,BD5C8C9,Accelink Technologies Co. Ltd.,002281,<0.01%,Electronic Components,CN,---,"$475,998.36","92,200"
,BP3R778,Beiqi Foton Motor Co. Ltd.,600166,<0.01%,Automobile Manufacturers,CN,---,"$475,917.72","1,333,709"
,BJ0JR53,Shanghai Amarsoft Information & Technology Co. Ltd.,300380,<0.01%,Systems Software,CN,---,"$474,761.59","134,000"
,6141981,Grinm Advanced Materials Co. Ltd.,600206,<0.01%,Semiconductors,CN,---,"$473,723.90","241,500"
,6809892,Shenzhen Fountain Corp.,000005,<0.01%,Real Estate Development,CN,---,"$473,418.14","1,246,200"
,B2QR2Z7,Hongbo Co. Ltd.,002229,<0.01%,Commercial Printing,CN,---,"$473,368.42","456,950"
,BTG80H7,Guangdong Zhengye Technology Co. Ltd.,300410,<0.01%,Electronic Equipment & Instruments,CN,---,"$473,166.02","374,236"
,BD5CFL7,China Nonferrous Metal Industry's Foreign Engineering and Construction Co. Ltd.,000758,<0.01%,Diversified Metals & Mining,CN,---,"$472,524.03","713,400"
,6885449,Shenzhen Tellus Holding Co. Ltd.,000025,<0.01%,Distributors,CN,---,"$472,210.83","159,510"
,6429922,Changhong Huayi Compressor Co. Ltd.,000404,<0.01%,Industrial Machinery,CN,---,"$471,490.81","828,980"
,BD6QV32,Guangdong Huatie Tongda High-speed Railway Equipment Corp.,000976,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$470,880.50","515,756"
,6393243,CSSC Offshore and Marine Engineering Group Co. Ltd.,600685,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$470,494.88","107,500"
,6606424,Nanjing Redsun Co. Ltd.,000525,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$469,225.53","462,551"
,BD5M2G1,Ninestar Corp.,002180,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$469,190.06","111,600"
,BD73L54,Guangzhou Zhiguang Electric Co. Ltd.,002169,<0.01%,Heavy Electrical Equipment,CN,---,"$468,679.91","377,400"
,6111519,Dezhan Healthcare Co. Ltd.,000813,<0.01%,Pharmaceuticals,CN,---,"$468,174.46","516,522"
,6264190,Ningbo Bird Co. Ltd.,600130,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$465,912.37","774,100"
,B68WXX3,Chengdu Xinzhu Road&Bridge Machinery Co. Ltd.,002480,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$465,361.80","614,114"
,B3VN923,Hand Enterprise Solutions Co. Ltd.,300170,<0.01%,IT Consulting & Other Services,CN,---,"$464,059.08","327,100"
,BP3RBZ4,Greattown Holdings Ltd.,600094,<0.01%,Real Estate Development,CN,---,"$464,020.92","546,421"
